City_ID,City,Lat,Lng,Max Temp,Humidity,Current Description,Cloudiness,Wind Speed,Country,Date
526,Bamako,12.65,-8.0,82.4,18,clear sky,0,2.3,ML,2021-03-30 00:23:39
527,Inverell,-29.7833,151.1167,75.0,54,clear sky,1,1.99,AU,2021-03-30 00:21:00
528,San Matias,-16.3667,-58.4,79.7,59,scattered clouds,50,3.38,BO,2021-03-30 00:23:40
529,Cape Canaveral,28.4058,-80.6048,72.0,88,haze,1,6.91,US,2021-03-30 00:21:02
530,Westport,41.1415,-73.3579,50.0,27,clear sky,1,10.36,US,2021-03-30 00:23:41
531,Messina,38.1933,15.5497,57.0,76,clear sky,0,6.91,IT,2021-03-30 00:23:42
532,Portland,45.5234,-122.6762,54.0,37,scattered clouds,40,16.11,US,2021-03-30 00:21:45
533,Mokhsogollokh,61.4681,128.9203,18.91,89,overcast clouds,100,2.82,RU,2021-03-30 00:23:42
534,Luganville,-15.5333,167.1667,83.84,78,scattered clouds,39,9.71,VU,2021-03-30 00:23:43
535,Grand Gaube,-20.0064,57.6608,75.0,85,few clouds,16,4.5,MU,2021-03-30 00:23:43
536,Hukuntsi,-24.0,21.75,69.48,44,broken clouds,69,9.75,BW,2021-03-30 00:23:43
537,Lagos,6.5833,3.75,79.34,86,broken clouds,54,4.16,NG,2021-03-30 00:23:44
538,Sawakin,19.1059,37.3321,73.94,74,few clouds,21,8.3,SD,2021-03-30 00:23:44
539,Yaan,7.3833,8.5667,82.6,44,clear sky,10,6.69,NG,2021-03-30 00:23:44
540,Puerto Madryn,-42.7692,-65.0385,62.38,75,clear sky,5,17.54,AR,2021-03-30 00:23:45
541,Madaripur,23.1753,90.2072,74.68,97,few clouds,17,9.04,BD,2021-03-30 00:23:45
542,Yarada,17.65,83.2667,79.72,76,few clouds,14,12.77,IN,2021-03-30 00:23:46
543,Havoysund,70.9963,24.6622,35.6,75,broken clouds,75,3.44,NO,2021-03-30 00:23:46
544,Omboue,-1.5746,9.2618,76.8,86,overcast clouds,100,2.64,GA,2021-03-30 00:23:47
545,Moba,33.2288,105.0179,51.87,74,broken clouds,52,2.06,CN,2021-03-30 00:23:47
546,Nemuro,43.3236,145.575,50.0,71,broken clouds,75,11.5,JP,2021-03-30 00:23:49
547,Muroto,33.2833,134.15,62.6,59,broken clouds,75,6.91,JP,2021-03-30 00:23:49
548,Veere,51.5483,3.6667,51.01,71,few clouds,19,8.05,NL,2021-03-30 00:23:49
549,Tres Arroyos,-38.3739,-60.2798,56.7,67,broken clouds,55,5.91,AR,2021-03-30 00:23:50
550,Puerto Carreno,6.189,-67.4859,85.96,52,overcast clouds,97,7.96,CO,2021-03-30 00:23:50
551,Harper,4.375,-7.7169,78.46,87,few clouds,20,3.53,LR,2021-03-30 00:23:51
552,Kurilsk,45.2333,147.8833,40.59,89,overcast clouds,85,6.13,RU,2021-03-30 00:23:51
553,Nezhinka,51.7676,55.3694,23.0,74,clear sky,0,2.24,RU,2021-03-30 00:23:51
554,Neosho,36.869,-94.368,69.8,32,clear sky,1,19.57,US,2021-03-30 00:23:52
555,Saint George,37.1041,-113.5841,78.01,8,clear sky,1,19.57,US,2021-03-30 00:20:04
556,Manzhouli,49.6,117.4333,32.76,55,overcast clouds,85,6.42,CN,2021-03-30 00:23:52
557,Acolla,-11.7319,-75.5463,45.73,86,overcast clouds,99,4.09,PE,2021-03-30 00:23:52
558,Varberg,57.1056,12.2508,43.0,92,overcast clouds,100,14.0,SE,2021-03-30 00:23:53
559,Bandar-E Lengeh,26.5579,54.8807,71.6,83,clear sky,6,7.27,IR,2021-03-30 00:23:53
560,Emerald,-23.5333,148.1667,81.0,41,clear sky,0,13.8,AU,2021-03-30 00:23:54
561,Manaus,-3.1019,-60.025,78.8,94,light rain,75,3.44,BR,2021-03-30 00:23:54
562,Grindavik,63.8424,-22.4338,28.4,74,clear sky,0,14.97,IS,2021-03-30 00:23:08
563,Bara,10.3744,10.7288,77.07,14,clear sky,0,10.27,NG,2021-03-30 00:23:54
564,Muscat,23.6139,58.5922,78.8,34,clear sky,0,2.3,OM,2021-03-30 00:22:06
565,Songkhla,6.8333,100.6667,77.0,100,broken clouds,75,3.09,TH,2021-03-30 00:23:55
566,Kapenguria,1.2511,35.0895,59.22,80,light rain,99,4.65,KE,2021-03-30 00:23:55
567,Biak,-0.9131,122.8766,79.56,78,overcast clouds,99,1.23,ID,2021-03-30 00:23:56
568,Itarema,-2.9248,-39.9167,77.43,86,scattered clouds,50,7.25,BR,2021-03-30 00:23:07
569,Ciudad Guayana,8.3533,-62.6528,75.99,93,broken clouds,77,1.99,VE,2021-03-30 00:22:09
570,Urumqi,43.801,87.6005,35.6,93,overcast clouds,90,8.95,CN,2021-03-30 00:23:56
571,Karratha,-20.7377,116.8463,91.31,38,broken clouds,60,7.02,AU,2021-03-30 00:23:57
572,Broome,42.2506,-75.833,37.4,52,clear sky,1,4.61,US,2021-03-30 00:23:57
573,Ketchikan,55.3422,-131.6461,37.4,93,light rain,90,5.75,US,2021-03-30 00:23:58
574,Saint Anthony,45.0205,-93.218,73.4,30,clear sky,1,23.02,US,2021-03-30 00:23:58
575,Mayumba,-3.432,10.6554,77.65,86,overcast clouds,95,1.54,GA,2021-03-30 00:16:07
576,Cooma,-36.2333,149.1333,51.8,66,few clouds,24,8.05,AU,2021-03-30 00:24:19
577,Lumeje,-11.55,20.7833,65.26,91,light rain,64,2.39,AO,2021-03-30 00:24:20
578,Genhe,50.7833,121.5167,28.63,72,scattered clouds,50,2.33,CN,2021-03-30 00:24:20
579,Mount Gambier,-37.8333,140.7667,59.0,100,overcast clouds,90,3.44,AU,2021-03-30 00:24:21
580,Adre,13.4667,22.2,69.01,9,clear sky,1,17.67,TD,2021-03-30 00:24:21
581,Kumluca,36.3703,30.2869,55.9,59,clear sky,3,4.32,TR,2021-03-30 00:24:22
582,Zanjan,36.6736,48.4787,37.54,65,clear sky,1,5.95,IR,2021-03-30 00:24:22
583,Kurumkan,54.3,110.3,24.55,88,broken clouds,67,0.74,RU,2021-03-30 00:24:22
584,Kodinsk,58.6881,99.1844,25.23,96,light snow,99,3.42,RU,2021-03-30 00:24:23
585,Neryungri,56.6709,124.6491,16.14,92,overcast clouds,94,3.87,RU,2021-03-30 00:24:23
586,Sembe,1.6481,14.5806,69.73,98,light rain,100,2.71,CG,2021-03-30 00:24:24
587,Lazaro Cardenas,17.9583,-102.2,81.5,52,broken clouds,74,9.04,MX,2021-03-30 00:22:12
588,Tecoanapa,16.5167,-98.75,82.17,65,overcast clouds,85,9.06,MX,2021-03-30 00:24:24
589,Aguas Formosas,-17.0822,-40.9358,73.92,67,clear sky,9,2.24,BR,2021-03-30 00:24:25
590,Mojo,8.6,39.1167,64.4,32,broken clouds,75,6.91,ET,2021-03-30 00:24:25
591,Shimoda,34.6667,138.95,64.4,82,broken clouds,75,10.36,JP,2021-03-30 00:24:25
592,Rio Gallegos,-51.6226,-69.2181,57.2,67,clear sky,0,6.91,AR,2021-03-30 00:24:26
593,Itaueira,-7.6033,-43.0256,77.07,73,scattered clouds,36,3.65,BR,2021-03-30 00:24:26
594,Doha,25.2867,51.5333,69.8,49,clear sky,0,12.66,QA,2021-03-30 00:21:42
595,La Peca,-5.6111,-78.435,67.96,89,light rain,100,2.93,PE,2021-03-30 00:24:27
596,Saint-Denis,48.9167,2.3333,57.2,66,clear sky,0,4.61,FR,2021-03-30 00:24:28
597,Singleton,-32.5667,151.1833,71.01,71,overcast clouds,85,6.67,AU,2021-03-30 00:24:28
598,Lillebonne,49.5203,0.5362,53.6,66,clear sky,0,4.61,FR,2021-03-30 00:24:29
599,Hauterive,46.0901,3.4459,51.8,46,clear sky,0,2.3,FR,2021-03-30 00:24:29
600,Totma,59.9747,42.7642,28.06,96,scattered clouds,43,9.8,RU,2021-03-30 00:24:29
601,Miguel Calmon,-11.4289,-40.595,71.82,50,clear sky,6,1.77,BR,2021-03-30 00:24:30
602,Batagay-Alyta,67.8006,130.4114,3.85,80,overcast clouds,86,3.0,RU,2021-03-30 00:24:30
603,Aykhal,66.0,111.5,20.14,94,light snow,100,3.8,RU,2021-03-30 00:22:35
604,Louga,58.7372,29.8453,42.49,90,light rain,100,14.52,RU,2021-03-30 00:24:31
605,Kitui,-1.367,38.0106,65.97,94,light rain,85,3.42,KE,2021-03-30 00:24:31
606,Sisimiut,66.9395,-53.6735,18.48,56,overcast clouds,100,16.82,GL,2021-03-30 00:24:31
607,Starkville,33.4504,-88.8184,60.8,44,clear sky,1,3.44,US,2021-03-30 00:24:32
608,Srandakan,-7.9386,110.2506,78.69,86,overcast clouds,100,2.84,ID,2021-03-30 00:24:32
609,Conceicao Do Araguaia,-8.2578,-49.2647,75.2,94,clear sky,0,2.3,BR,2021-03-30 00:24:32
610,Lashio,22.9333,97.75,60.66,41,clear sky,1,1.41,MM,2021-03-30 00:24:33
611,Kutum,14.2,24.6667,62.02,12,clear sky,0,10.42,SD,2021-03-30 00:24:33
612,Port Hedland,-20.3167,118.5667,93.2,29,scattered clouds,30,11.5,AU,2021-03-30 00:23:05
613,Beboto,8.2668,16.939,79.27,17,clear sky,3,1.1,TD,2021-03-30 00:24:34
614,Peace River,56.2501,-117.286,23.0,42,broken clouds,75,16.11,CA,2021-03-30 00:24:55
615,Sitka,57.0531,-135.33,39.2,87,moderate rain,90,4.61,US,2021-03-30 00:24:56
616,Mugi,42.2994,47.4208,39.2,81,broken clouds,58,6.71,RU,2021-03-30 00:24:56
617,Halifax,44.6453,-63.5724,39.2,65,broken clouds,75,12.66,CA,2021-03-30 00:20:14
618,Benghazi,32.1167,20.0667,59.07,68,clear sky,0,11.43,LY,2021-03-30 00:24:57
619,Prince Rupert,54.3161,-130.3201,41.0,81,light snow,90,3.44,CA,2021-03-30 00:24:58
620,Labuhan,-6.8844,112.2051,79.21,87,broken clouds,82,6.42,ID,2021-03-30 00:24:58
621,Miandrivazo,-19.5167,45.4667,73.45,90,clear sky,7,1.14,MG,2021-03-30 00:24:59
622,Harrisonburg,38.4496,-78.8689,51.01,48,clear sky,0,1.81,US,2021-03-30 00:24:59
623,Anguillara Sabazia,42.0875,12.2767,53.01,78,clear sky,8,1.01,IT,2021-03-30 00:25:00
624,Cayenne,4.9333,-52.3333,81.0,89,broken clouds,75,5.75,GF,2021-03-30 00:25:00
625,Mitsamiouli,-11.3847,43.2844,82.87,67,few clouds,11,7.99,KM,2021-03-30 00:25:01
626,Aasiaat,68.7098,-52.8699,6.84,79,overcast clouds,89,12.28,GL,2021-03-30 00:25:01
627,Talnakh,69.4865,88.3972,-26.28,99,scattered clouds,44,2.73,RU,2021-03-30 00:21:26
628,Nurota,40.5614,65.6886,41.0,81,few clouds,23,4.61,UZ,2021-03-30 00:25:05
629,Muzhi,65.3667,64.6667,31.68,94,overcast clouds,100,8.23,RU,2021-03-30 00:21:20
630,Biloela,-24.4167,150.5,79.72,46,clear sky,0,13.56,AU,2021-03-30 00:25:05
631,Challans,46.8436,-1.8749,53.6,62,clear sky,0,3.44,FR,2021-03-30 00:25:06
632,Prado,-17.3411,-39.2208,78.82,74,clear sky,0,10.27,BR,2021-03-30 00:25:06
633,Jizan,17.3333,42.6667,80.6,69,clear sky,0,3.44,SA,2021-03-30 00:25:07
634,Avera,33.194,-82.5271,62.6,48,clear sky,1,4.79,US,2021-03-30 00:25:07
635,Vilaka,57.1846,27.6722,43.52,91,overcast clouds,100,13.51,LV,2021-03-30 00:25:08
636,Abu Samrah,35.3029,37.1841,50.92,40,scattered clouds,37,4.41,SY,2021-03-30 00:25:08
637,Nelson Bay,-32.7167,152.15,69.8,73,scattered clouds,40,16.11,AU,2021-03-30 00:20:15
638,Mahon,39.8885,4.2658,53.6,94,clear sky,0,8.05,ES,2021-03-30 00:25:10
639,Sovetskiy,61.3614,63.5842,23.45,91,overcast clouds,98,7.47,RU,2021-03-30 00:25:10
640,Shar,49.5886,81.0453,21.65,87,scattered clouds,28,4.52,KZ,2021-03-30 00:25:10
641,Saint Cloud,45.5608,-94.1625,70.0,32,clear sky,1,20.71,US,2021-03-30 00:25:11
642,Los Llanos De Aridane,28.6585,-17.9182,64.4,72,clear sky,0,6.91,ES,2021-03-30 00:25:11
643,Greencastle,39.6445,-86.8647,55.4,41,clear sky,1,11.5,US,2021-03-30 00:20:51
644,Chifeng,42.2683,118.9636,44.1,26,scattered clouds,40,3.8,CN,2021-03-30 00:20:38
645,Montelimar,44.5584,4.7509,50.0,62,clear sky,4,2.59,FR,2021-03-30 00:25:13
646,Zaraza,9.3503,-65.3245,82.22,60,overcast clouds,96,7.2,VE,2021-03-30 00:25:13
647,Ayagoz,47.9714,80.4392,25.86,60,overcast clouds,99,2.64,KZ,2021-03-30 00:25:14
648,Azare,11.6765,10.1948,72.32,13,clear sky,0,9.01,NG,2021-03-30 00:25:14
649,Tarakan,3.3,117.6333,79.88,80,moderate rain,99,4.09,ID,2021-03-30 00:25:15
650,Powassan,46.0334,-79.3496,32.0,64,overcast clouds,90,8.05,CA,2021-03-30 00:25:15
651,Dovbysh,50.3733,27.9874,36.41,80,few clouds,17,3.38,UA,2021-03-30 00:25:37
652,Ribas Do Rio Pardo,-20.4431,-53.7592,79.79,56,broken clouds,57,1.23,BR,2021-03-30 00:25:38
653,Norwich,52.6278,1.2983,50.0,76,clear sky,8,9.22,GB,2021-03-30 00:25:38
654,Pahrump,36.2083,-115.9839,78.8,5,clear sky,1,13.8,US,2021-03-30 00:25:38
655,Pio Xii,-3.8325,-45.1525,74.35,97,broken clouds,81,3.51,BR,2021-03-30 00:25:39
656,Nizwa,22.9333,57.5333,78.67,19,few clouds,11,3.76,OM,2021-03-30 00:25:40
657,Baran,25.1,76.5167,82.4,34,few clouds,14,8.25,IN,2021-03-30 00:25:40
658,Burgeo,47.6167,-57.6152,36.41,94,light rain,100,25.55,CA,2021-03-30 00:25:41
659,Nouadhibou,20.931,-17.0347,64.4,88,scattered clouds,26,16.11,MR,2021-03-30 00:25:42
660,Statesboro,32.4488,-81.7832,66.2,45,clear sky,1,4.61,US,2021-03-30 00:22:37
661,La Ronge,55.1001,-105.2842,17.6,86,light snow,100,13.8,CA,2021-03-30 00:21:24
662,Yuma,32.7253,-114.6244,89.01,7,scattered clouds,40,8.05,US,2021-03-30 00:25:43
663,Iralaya,15.0,-83.2333,80.6,78,scattered clouds,40,4.61,HN,2021-03-30 00:25:43
664,Remedios,22.4947,-79.5458,77.0,78,few clouds,20,16.11,CU,2021-03-30 00:25:44
665,Watertown,42.3709,-71.1828,46.99,26,clear sky,1,8.05,US,2021-03-30 00:25:10
666,Bay Roberts,47.5999,-53.2648,42.01,95,light rain,100,4.0,CA,2021-03-30 00:25:44
667,Auki,-8.7676,160.7034,86.88,61,scattered clouds,37,2.42,SB,2021-03-30 00:25:45
668,Cabinda,-5.55,12.2,79.86,82,broken clouds,81,6.89,AO,2021-03-30 00:25:45
669,San Andres,12.5847,-81.7006,82.4,74,few clouds,20,14.97,CO,2021-03-30 00:23:11
670,Vuktyl,63.8567,57.3094,32.45,97,overcast clouds,100,7.02,RU,2021-03-30 00:25:46
671,Sobolevo,54.4299,31.8996,36.0,99,overcast clouds,100,8.28,RU,2021-03-30 00:25:47
672,Nizhniy Baskunchak,48.2198,46.8311,32.97,93,scattered clouds,28,6.55,RU,2021-03-30 00:25:48
673,Urubicha,-15.3833,-62.95,75.74,73,overcast clouds,100,2.46,BO,2021-03-30 00:25:48
674,Buin,-33.7333,-70.75,70.0,67,clear sky,0,9.22,CL,2021-03-30 00:24:21
675,Muyezerskiy,63.9333,31.65,35.4,96,overcast clouds,100,17.56,RU,2021-03-30 00:25:49
676,Tombouctou,20.0,-3.0,76.46,9,scattered clouds,30,8.9,ML,2021-03-30 00:25:49
677,Bireun,5.203,96.7009,77.18,82,heavy intensity rain,100,6.35,ID,2021-03-30 00:25:50
678,Sola,-13.8833,167.55,87.8,74,broken clouds,75,6.91,VU,2021-03-30 00:25:51
679,Nyurba,63.2842,118.3319,17.29,93,overcast clouds,92,3.0,RU,2021-03-30 00:25:51
680,Naro-Fominsk,55.3875,36.7331,30.2,64,clear sky,0,2.24,RU,2021-03-30 00:25:51
681,Tshela,-4.9833,12.9333,74.07,99,overcast clouds,95,1.14,CD,2021-03-30 00:25:52
682,Tooele,40.5308,-112.2983,37.4,35,clear sky,1,9.22,US,2021-03-30 00:25:53
683,Huilong,31.8111,121.655,60.01,83,overcast clouds,100,4.0,CN,2021-03-30 00:25:53
684,Durango,24.8333,-104.8333,78.49,9,overcast clouds,99,14.32,MX,2021-03-30 00:25:52
685,Weiser,44.251,-116.9693,50.0,25,few clouds,20,11.5,US,2021-03-30 00:22:41
686,Troitsko-Pechorsk,62.7084,56.1964,33.75,89,overcast clouds,100,6.38,RU,2021-03-30 00:26:15
687,Vernon,50.2581,-119.2691,43.0,26,broken clouds,80,8.05,CA,2021-03-30 00:26:15
688,Shirokiy,49.758,129.523,33.13,96,light snow,100,13.02,RU,2021-03-30 00:26:16
689,Ukiah,39.1502,-123.2078,71.6,35,clear sky,1,9.22,US,2021-03-30 00:22:02
690,Ahmadpur,18.7,76.9333,79.03,20,few clouds,20,7.96,IN,2021-03-30 00:26:17
691,Buffalo,42.8865,-78.8784,35.01,69,few clouds,20,5.75,US,2021-03-30 00:23:01
692,Shelbyville,35.4834,-86.4603,60.8,38,clear sky,1,1.99,US,2021-03-30 00:26:18
693,Soubre,5.7856,-6.6083,73.67,96,clear sky,8,2.37,CI,2021-03-30 00:26:18
694,Mimongo,-1.6195,11.6068,69.94,98,overcast clouds,100,0.98,GA,2021-03-30 00:26:19
695,Ouadda,8.0777,22.4007,70.2,23,clear sky,5,4.23,CF,2021-03-30 00:26:19
696,Thibodaux,29.7958,-90.8229,68.0,68,few clouds,14,3.0,US,2021-03-30 00:26:19
697,Galt,38.2546,-121.3,73.99,30,clear sky,0,5.99,US,2021-03-30 00:26:20
698,Siavonga,-16.5382,28.7088,70.11,77,scattered clouds,27,5.91,ZM,2021-03-30 00:26:20
699,Mwanza,-2.5167,32.9,65.48,94,moderate rain,100,9.15,TZ,2021-03-30 00:26:21
700,Kharovsk,59.9642,40.1912,31.17,92,overcast clouds,85,11.39,RU,2021-03-30 00:26:21
701,Miyazu,35.5333,135.1833,59.0,77,sand,75,2.3,JP,2021-03-30 00:26:22
702,Hobyo,5.3505,48.5268,79.48,74,broken clouds,53,8.48,SO,2021-03-30 00:26:22
